Title,Description,ShortDetails,abstract,email,fullURL,source,year,key,use,pdfURL
Flexible control of speed of cortical dynamics,"Jing Wang, Devika Narain, Eghbal Hosseini, Mehrdad Jazayeri",Retrieved from bioRxiv. 2017,"Musicians can perform at different tempos, speakers can control the cadence of their speech, and children can flexibly vary their temporal expectations of events. To understand the neural basis of such flexible timing, we recorded from the medial frontal cortex of primates trained to produce different time intervals with different effectors. The activity of neurons was heterogeneous, nonlinear and complex. However, responses were unified under a remarkable form of invariance: firing rate profiles were temporally stretched for longer intervals and compressed for short ones. At the network level, this phenomenon was evident by flexible changes in the speed with which the population activity traced an invariant trajectory. To identify the origin of speed control, we recorded from both downstream caudate neurons and thalamic neurons projecting to the medial frontal cortex. Speed adjustments were a prominent feature in the caudate but not in the thalamus suggesting that this phenomenon originates within cortical networks. To understand the underlying mechanisms, we created recurrent neural network models at different levels of complexity that could explain flexible timing with speed control. Analysis of the models revealed that the key to flexible speed control was the action of an external input upon the nonlinearities of individual neurons whose recurrent interactions set the network relaxation dynamics. These findings demonstrate a simple and general mechanism for conferring temporal flexibility upon sensorimotor and cognitive functions.",['mjaz@mit.edu'],http://www.biorxiv.org/content/early/2017/06/25/155390,biorxiv,2017,9c088d36-d771-49eb-bd43-f03b44e353bd,1,http://www.biorxiv.org/content/early/2017/06/25/155390.full.pdf
Amortized Hypothesis Generation,"Ishita Dasgupta, Eric Schulz, Noah Goodman, Samuel Gershman",Retrieved from bioRxiv. 2017,"Bayesian models of cognition posit that people compute probability distributions over hypotheses, possibly by constructing a sample-based approximation. Since people encounter many closely related distributions, a computationally efficient strategy is to selectively reuse computations -- either the samples themselves or some summary statistic. We refer to these reuse strategies as amortized inference. In two experiments, we present evidence consistent with amortization. When sequentially answering two related queries about natural scenes, we show that answers to the second query vary systematically depending on the structure of the first query. Using a cognitive load manipulation, we find evidence that people cache summary statistics rather than raw sample sets. These results enrich our notions of how the brain approximates probabilistic inference.",[],http://www.biorxiv.org/content/early/2017/05/12/137190,biorxiv,2017,95e4900b-d098-407e-b65d-ff7f86d20623,1,http://www.biorxiv.org/content/early/2017/05/12/137190.full.pdf
Task-Dependent Representations Of Stimulus And Choice In Mouse Parietal Cortex," View ORCID ProfileGerald Pho,  View ORCID ProfileMichael Goard, Jonathan Woodson, Benjamin Crawford, Mriganka Sur",Retrieved from bioRxiv. 2017,"The posterior parietal cortex (PPC) has been implicated in perceptual decisions, but whether its role is specific to sensory processing or sensorimotor transformation is not well understood. To distinguish these possibilities, we trained mice of either sex to perform a visual discrimination task and imaged the activity of PPC populations during both engaged behavior and passive viewing. Unlike neurons in primary visual cortex (V1), which responded robustly to stimuli in both conditions, most neurons in PPC responded exclusively during task engagement. However, PPC responses were heterogeneous, with a smaller subset of neurons exhibiting stimulus-driven, contrast-dependent responses in both conditions. Neurons in PPC also exhibit stronger modulation by noise correlations relative to V1, as illustrated by a generalized linear model that takes into account both task variables and between-neuron correlations. To test whether PPC responses primarily encoded the stimulus or the learned sensorimotor contingency, we imaged the same neurons before and after re-training mice on a reversed task contingency. Unlike V1 neurons, most PPC neurons exhibited a dramatic shift in selectivity after re-training and reflected the new sensorimotor contingency, while a smaller subset of neurons preserved their stimulus selectivity. Mouse PPC is therefore strongly task-dependent, contains heterogeneous populations sensitive to stimulus and choice, and may play an important role in the flexible transformation of sensory inputs into motor commands.",['msur@mit.edu'],http://www.biorxiv.org/content/early/2017/05/31/144592,biorxiv,2017,ac0d7a8d-8cb9-4693-bf93-3845a291cd2c,1,http://www.biorxiv.org/content/early/2017/05/31/144592.full.pdf
Cell Dynamics Underlying Oriented Growth Of The Drosophila Imaginal Wing Disc,"Natalie A. Dye, Marko Popovic, Stephanie Spannl, Raphael Etournay, Dagmar Kainmueller, Eugene W. Myers, Frank Julicher, Suzanne Eaton",Retrieved from bioRxiv. 2017,"Quantitative analysis of the dynamic cellular mechanisms shaping the Drosophila wing during its larval growth phase has been limited, impeding our ability to understand how morphogen patterns regulate tissue shape. Such analysis requires imaging explants under conditions that maintain both growth and patterning, as well as methods to quantify how much cellular behaviors change tissue shape. Here, we demonstrate a key requirement for the steroid hormone 20-hydroxyecdysone (20E) in the maintenance of numerous patterning systems in vivo and in explant culture. We find that low concentrations of 20E support prolonged proliferation in explanted wing discs in the absence of insulin, incidentally providing novel insight into the hormonal regulation of imaginal growth. We use 20E-containing media to directly observe growth and apply recently developed methods for quantitatively decomposing tissue shape changes into cellular contributions. We discover that while cell divisions drive tissue expansion along one axis, their contribution to expansion along the orthogonal axis is canceled by cell rearrangements and cell shape changes. This finding raises the possibility that anisotropic mechanical constraints contribute to growth orientation in the wing disc.",[],http://www.biorxiv.org/content/early/2017/05/19/140038,biorxiv,2017,be739358-c3e7-4628-b020-6314db118bf7,1,http://www.biorxiv.org/content/early/2017/05/19/140038.full.pdf
VIRUS-HOST INFECTION DYNAMICS OF MARINE SINGLE-CELLED EUKARYOTES RESOLVED FROM METATRANSCRIPTOMICS,"Mohammad Moniruzzaman, Louie L Wurch,  View ORCID ProfileHarriet Alexander, Sonya T Dyhrman,  View ORCID ProfileChristopher J Gobler,  View ORCID ProfileSteven W Wilhelm",Retrieved from bioRxiv. 2016,"Metatranscriptomics has emerged as a tool in microbial ecology that can resolve the functional landscape of both prokaryotes and eukaryotes within a community. In this study, we extend the potential of metatranscriptomics to probe active virus infections and virus-host relationships in marine systems. Polyadenylation-selected RNA-seq data were examined from microbial communities in two productive marine environments: a brown tide bloom event dominated by Aureococcus anophagefferens in Quantuck Bay, NY, and a diatom-dominated plankton community in Narragansett Bay, RI. Active infections by diverse giant viruses (NCLDVs) of algal and non-algal hosts were found at both sites. Ongoing infections of  A. anophagefferens by a known Mimiviridae (AaV) were observed during both the peak and decline of the bloom. Bloom decline was also accompanied by increased activity for viruses other than AaV, including (+) ssRNA viruses. In Narragansett Bay, increased temporal resolution revealed active NCLDVs with both ""boom-and-bust"" as well as ""steady-state infection""-like ecologies.  Statistical co-occurrence examinations of the dsDNA, ssRNA and dsRNA markers within the data revealed a broad spectrum of statistically strong and significant virus-host relationships that included both known as well as novel interactions.  Our approach offers a method for screening the diversity and dynamics of active viral infections in natural systems and develops links between viruses and their potential hosts in situ.",['wilhelm@utk.edu'],http://www.biorxiv.org/content/early/2016/12/13/093716,biorxiv,2016,9e6dbcb1-4d33-40bb-aca1-fe26f93fe031,1,http://www.biorxiv.org/content/early/2016/12/13/093716.full.pdf
The genomic signature of social interactions regulating honey bee caste development,"Svjetlana Vojvodic, Brian R Johnson, Brock Harpur, Clement Kent, Amro Zayed, Kirk E Anderson, Timothy Linksvayer",Retrieved from bioRxiv. 2014,"Social evolution theory posits the existence of genes expressed in one individual that affect the traits and fitness of social partners. The archetypal example of reproductive altruism, honey bee reproductive caste, involves strict social regulation of larval caste fate by care-giving nurses. However, the contribution of nurse-expressed genes, which are prime socially-acting candidate genes, to the caste developmental program and to caste evolution remains mostly unknown. We experimentally induced new queen production by removing the current colony queen, and we used RNA sequencing to study the gene expression profiles of both developing larvae and their care-giving nurses before and after queen removal. By comparing the gene expression profiles between both queen-destined larvae and their nurses to worker-destined larvae and their nurses in queen-present and queen-absent conditions, we identified larval and nurse genes associated with larval caste development and with queen presence. Of 950 differentially-expressed genes associated with larval caste development, 82% were expressed in larvae and 18% were expressed in nurses. Behavioral and physiological evidence suggests that nurses may specialize in the short term feeding queen- versus worker-destined larvae. Estimated selection coefficients indicated that both nurse and larval genes associated with caste are rapidly evolving, especially those genes associated with worker development. Of the 1863 differentially-expressed genes associated with queen presence, 90% were expressed in nurses. Altogether, our results suggest that socially-acting genes play important roles in both the expression and evolution of socially-influenced traits like caste.",['tlinks@sas.upenn.edu'],http://www.biorxiv.org/content/early/2014/12/05/012385,biorxiv,2014,edcaf1e9-5aaa-4db4-988a-7c525bab6182,1,http://www.biorxiv.org/content/early/2014/12/05/012385.full.pdf
Echo state networks with multiple read-out modules,"Andres Laan, Raul Vicente",Retrieved from bioRxiv. 2017,"We propose a new readout architecture for echo state networks where multiple linear readout modules are activated at distinct time points to varying degrees by a separate controller module. The controller module, like the reservoir of the echo state network, can be initialized randomly. All linear readout modules are trained through simple linear regression, which is the only adaptive step in the modified algorithm. The resulting architecture provides modest improvements on a variety of time series processing tasks (between 5 to 50% in performance metric depending on the task studied). The novel architecture is guaranteed to perform at least as accurately as a conventional linear readout. It can be utilized as a general purpose readout method when augmentations to performance relative to the standard method is needed.","['andreslaan@hotmail.com', 'raul.vicente.zafra@ut.ee']",http://www.biorxiv.org/content/early/2017/03/02/017558,biorxiv,2017,9d4527e5-8af0-4fea-b444-c5cc64c5d67e,1,http://www.biorxiv.org/content/early/2017/03/02/017558.full.pdf
"THiCweed: fast, sensitive motif finding by clustering big data sets","Ankit Agrawal, Leelavati Narlikar, Rahul Siddharthan",Retrieved from bioRxiv. 2017,"Motivation: Thousands of ChIP-seq (chromatin immunoprecipitation followed by sequencing) datasets are now publicly available that provide genome-wide binding profiles for hundreds of transcription factors in various species and various cell types, with thousands to hundreds of thousands of ""peaks"" per dataset.  Transcription factors commonly bind to regions of DNA that have short conserved sequence patterns, or ""motifs"".  Ab initio motif finding is a well-established problem in computational biology, but such large data sets are challenging for most existing tools.  Additionally, it is common for the target proteins to bind indirectly to DNA via co-factors, with the result that the ChIP-seq peaks contain a mixture of motifs.  Few tools exist to deal effectively with this problem.

Results: We describe a new approach to motif finding that models the problem as one of clustering bound regions based on sequence similarity.  We take an iterative ""top-down"" approach of repeatedly subdividing an initial single large cluster of all input sequences into smaller and smaller clusters, while also exploring shift and reverse-strand matches of sequences to clusters.  Our implementation is significantly faster than any other ChIP-seq-oriented motif-finding program we tested, able to process 5,000 sequences of 100bp length in a few minutes, or 30,000 sequences in 1-2 hours, on a desktop computer using a single CPU core.  On synthetic data it outperforms all programs except one (MuMoD) on accuracy; compared to MuMoD it is somewhat less accurate but orders of magnitude faster.  It is designed to perform well with ""window"" sizes much larger than the length of a typical binding site (7-15 base pairs), and we commonly run it with window sizes of 50bp or more.  On actual genomic data it successfully recovers literature motifs, but also uncovers highly complex sequence characteristics in flanking DNA, and in many cases recovers secondary motifs (of possible, and sometimes documented, biological significance) even when they occur in less than 5% of the input sequences.  We suggest that this is a powerful new approach to the analysis of ChIP-seq data.",['rsidd@imsc.res.in'],http://www.biorxiv.org/content/early/2017/01/29/104109,biorxiv,2017,967aeb29-8c42-4b95-8339-cb4c9f5b70bd,1,http://www.biorxiv.org/content/early/2017/01/29/104109.full.pdf
A large-scale circuit mechanism for hierarchical dynamical processing in the primate cortex,"Rishidev Chaudhuri, Kenneth Knoblauch, Marie-Alice Gariel, Henry Kennedy, Xiao-Jing Wang",Now published in Neuron. 2015,"We developed a large-scale dynamical model of the macaque neocortex based on recent quantitative connectivity data. A hierarchy of timescales naturally emerges from this system: sensory areas show brief, transient responses to input (appropriate for sensory processing), whereas association areas integrate inputs over time and exhibit persistent activity (suitable for decision-making and working memory). The model displays multiple temporal hierarchies, as evidenced by contrasting responses to visual and somatosensory stimulation. Moreover, slower prefrontal and temporal areas have a disproportionate impact on global brain dynamics. These findings establish for the first time a circuit mechanism for ""temporal receptive windows"" that are progressively enlarged along the cortical hierarchy, extend the concept of working memory from local to large circuits, and suggest a re-interpretation of functional connectivity measures.",['xjwang@nyu.edu'],http://www.biorxiv.org/content/early/2015/03/26/017137,biorxiv,2015,b58afea1-0b71-4522-b71f-cebb2ea89585,1,http://www.biorxiv.org/content/early/2015/03/26/017137.full.pdf
Interactive Visual Analysis of Mass Cytometry Data by Hierarchical Stochastic Neighbor Embedding Reveals Rare Cell Types,"Vincent van Unen, Thomas Hollt, Nicola Pezzotti, Na Li, Marcel J. T. Reinders, Elmar Eisemann, Anna Vilanova, Frits Koning, Boudewijn P. F. Lelieveldt",Retrieved from bioRxiv. 2017,"Mass cytometry allows high-resolution dissection of the cellular composition of the immune system. However, the high-dimensionality, large size, and non-linear structure of the data poses considerable challenges for data analysis. In particular, dimensionality reduction-based techniques like t-SNE offer single-cell resolution but are limited in the number of cells that can be analysed. Here we introduce Hierarchical Stochastic Neighbor Embedding (HSNE) for the analysis of mass cytometry datasets. HSNE constructs a hierarchy of non-linear similarities that can be interactively explored with a stepwise increase in detail up to the single-cell level. We applied HSNE to a study on gastrointestinal disorders and three other available mass cytometry datasets. We found that HSNE efficiently replicates previous observations and identifies rare cell populations that were previously missed due to downsampling. Thus, HSNE removes the scalability limit of conventional t-SNE analysis, a feature that makes it highly suitable for the analysis of massive high-dimensional datasets.","['B.P.F.Lelieveldt@lumc.nl', 'V.van_unen@lumc.nl']",http://www.biorxiv.org/content/early/2017/09/13/169888,biorxiv,2017,207697e3-7721-4058-85db-e5ee8bbfe503,1,http://www.biorxiv.org/content/early/2017/09/13/169888.full.pdf
Regulatory divergence of flowering time genes in the allopolyploid Brassica napus,"Marc Jones, Nick Pullen, Rachel Wells, Martin Trick, Judith Irwin, Richard Morris",Retrieved from bioRxiv. 2017,"Polyploidy is a recurrent feature of eukaryotic evolution and has been linked to increases in complexity, adaptive radiation and speciation. Within angiosperms, such events occur repeatedly in many plant lineages. We investigated the role of duplicated genes in the regulation of flowering in Brassica napus. This relatively young allotetraploid represents a snapshot of evolution and artificial selection in progress. In line with the gene balance hypothesis, we find preferential retention of expressed flowering time genes relative to the whole genome. Furthermore, gene expression dynamics across development reveal diverged regulation of many flowering time gene copies. This finding supports the concept of responsive backup circuits being key for the retention of duplicated genes. A case study of BnaTFL1 reveals differences in cis-regulatory elements downstream of these genes that could explain this divergence. Such differences in the regulatory dynamics of duplicated genes highlight the challenges for translating gene networks from model to more complex polyploid crop species.","['judith.irwin@jic.ac.uk', 'richard.morris@jic.ac.uk']",http://www.biorxiv.org/content/early/2017/08/18/178137,biorxiv,2017,dc67d14d-b449-4d11-a995-5772321580e5,1,http://www.biorxiv.org/content/early/2017/08/18/178137.full.pdf
A new multi-genomic approach for the study of biogeochemical cycles at global scale: the molecular reconstruction of the sulfur cycle,"Valerie De Anda, Icoquih Zapata-Penasco, Bruno Contreras-Moreira, Augusto Cesar Poot-Hernandez, Luis E. Eguiarte, Valeria Souza",Retrieved from bioRxiv. 2017,"Despite the great advances in microbial ecology and the explosion of high throughput sequencing, our ability to understand and integrate the global biogeochemical cycles is still limited. Here we propose a novel approach to summarize the complexity of the Sulfur cycle based on the minimum ecosystem concept, the microbial mat model and the relative entropy of protein domains involved in S-metabolism. This methodology produces a single value, called the Sulfur Score (SS), which informs about the specific S-related molecular machinery. After curating an inventory of microorganisms, pathways and genes taking part in this cycle, we benchmark the performance of the SS on a collection of 2,107 non-redundant RefSeq genomes, 900 metagenomes from MG-RAST and 35 metagenomes analyzed for the first time. We find that the SS is able to correctly classify microorganisms known to be involved in the S-cycle, yielding an Area Under the ROC Curve of 0.985. Moreover, when sorting environments the top-scoring metagenomes were hydrothermal vents, microbial mats and deep-sea sediments, among others. This methodology can be generalized to the analysis of other biogeochemical cycles or processes. Provided that an inventory of relevant pathways and microorganisms can be compiled, entropy-based scores could be used to detect environmental patterns and informative samples in multi-genomic scale.","['valdeanda@ciencias.unam.mx', 'souza@unam.mx']",http://www.biorxiv.org/content/early/2017/06/11/148775,biorxiv,2017,2045329d-cba5-4dd1-90e9-0b603ec63d68,1,http://www.biorxiv.org/content/early/2017/06/11/148775.full.pdf
Disruption of perineuronal nets increases the frequency of sharp wave ripples,"ZhiYong Sun, P. Lorenzo Bozzelli, Adam Caccavano, Megan Allen, Jason Balmuth, Stefano Vicini, Jian-Young Wu, Katherine Conant",Retrieved from bioRxiv. 2017,"Hippocampal sharp wave ripples (SWRs) represent irregularly occurring synchronous neuronal population events that are observed during phases of rest and slow wave sleep. SWR activity that follows learning involves sequential replay of training-associated neuronal assemblies and is critical for systems level memory consolidation. SWRs are initiated by CA2 or CA3 pyramidal cells and require initial excitation of CA1 pyramidal cells as well as subsequent participation of parvalbumin (PV) expressing fast spiking (FS) inhibitory interneurons. These interneurons are relatively unique in that they represent the major neuronal cell type known to be surrounded by perineuronal nets (PNNs), lattice like structures composed of a hyaluronin backbone that surround the cell soma and proximal dendrites. Though the function of the PNN is not completely understood, previous studies suggest it may serve to localize glutamatergic input to synaptic contacts and thus influence the activity of ensheathed cells. Noting that FS PV interneurons impact the activity of pyramidal cells thought to initiate SWRs, and that their activity is critical to ripple expression, we examine the effects of PNN integrity on SWR activity in the hippocampus.  Extracellular recordings from the stratum radiatum of 490 micron horizontal murine hippocampal hemisections demonstrate SWRs that occur spontaneously in CA1. As compared to vehicle, pretreatment (120 min) of paired hemislices with hyaluronidase, which cleaves the hyaluronin backbone of the PNN, decreases PNN integrity and increases SWR frequency. Pretreatment with chondroitinase, which cleaves PNN side chains, also increases SWR frequency. Together, these data contribute to an emerging appreciation of extracellular matrix as a regulator of neuronal plasticity and suggest that one function of mature perineuronal nets could be to modulate the frequency of SWR events.",[],http://www.biorxiv.org/content/early/2017/04/06/124677,biorxiv,2017,f6c19cb5-03c0-49f7-bd16-bae95026349b,1,http://www.biorxiv.org/content/early/2017/04/06/124677.full.pdf
Nano Random Forests to mine protein complexes and their relationships in quantitative proteomics data," View ORCID ProfileLuis F Montano-Gutierrez, Shinya Ohta, Georg Kustatscher, William C Earnshaw,  View ORCID ProfileJuri Rappsilber",Now published in Molecular Biology of the Cell. 2016,"The large and ever-increasing numbers of quantitative proteomics datasets constitute a currently underexploited resource for drawing biological insights on proteins and their functions. Multiple observations by different laboratories indicate that protein complexes often follow consistent trends. However, proteomic data is often noisy and incomplete − members of a complex may correlate only in a fraction of all experiments, or may not be observed in all experiments. Inclusion of potentially uninformative data hence imposes the risk of weakening biological signals.  We have previously used the Random Forest (RF) machine-learning algorithm to distinguish functional chromosomal proteins from hitchhikers in an analysis of mitotic chromosomes. Even though it is assumed that RFs need large training sets, in this technical note we show that RFs also are able to detect small protein complexes and relationships between them. We use artificial datasets to demonstrate the robustness of RFs to identify small groups even when working with mixes of noisy and apparently uninformative experiments. We then use our procedure to retrieve a number of chromosomal complexes from real quantitative proteomics results, which compare wild-type and multiple different knock-out mitotic chromosomes. The procedure also revealed other proteins that covary strongly with these complexes suggesting novel functional links. Integrating the RF analysis for several complexes revealed the known interdependency of kinetochore subcomplexes, as well as an unexpected dependency between the Constitutive-Centromere-Associated Network (CCAN) and the condensin (SMC 2/4) complex. Serving as negative control, ribosomal proteins remained independent of kinetochore complexes. Together, these results show that this complex-oriented RF (nanoRF) can uncover subtle protein relationships and higher-order dependencies in integrated proteomics data.","['Bill.Earnshaw@ed.ac.uk', 'Juri.Rappsilber@ed.ac.uk']",http://www.biorxiv.org/content/early/2016/05/01/050302,biorxiv,2016,23c0143a-9c8f-4ff3-9acc-dae2a1d5b0d0,1,http://www.biorxiv.org/content/early/2016/05/01/050302.full.pdf
