Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties,abstract,email,keywords,fullURL,source,year,key,use
deep learning for computational biology,/pubmed/27474269,"Angermueller C, Pärnamaa T, Parts L, Stegle O.",Mol Syst Biol. 2016 Jul 29;12(7):878. doi: 10.15252/msb.20156651. Review.,Mol Syst Biol.  2016,PubMed,citation,PMID:27474269 | PMCID:PMC4965871,pubmed,27474269,create date:2016/07/31 | first author:Angermueller C,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>Technological advances in genomics and imaging have led to an explosion of molecular and cellular profiling data from large numbers of samples. This rapid increase in biological data dimension and acquisition rate is challenging conventional analysis strategies. Modern machine learning methods, such as deep learning, promise to leverage very large data sets for finding hidden structure within them, and for making accurate predictions. In this review, we discuss applications of this new breed of analysis approaches in regulatory genomics and cellular imaging. We provide background of what deep learning is, and the settings in which it can be successfully applied to derive biological insights. In addition to presenting specific applications and providing tips for practical use, we also highlight possible pitfalls and limitations to guide computational biologists when and how to make the most use of this new technology. </abstracttext></p><p class='copyright'>© 2016 The Authors. Published under the terms of the CC BY 4.0 license.</p></div></div>",leopold.parts@sanger.ac.uk,cellular imaging; computational biology; deep learning; machine learning; regulatory genomics,https://www.ncbi.nlm.nih.gov//pubmed/27474269,pubmed,2016,8a142cfd-9219-47fe-a310-50ec93f8a819,1
image analysis and machine learning in digital pathology: challenges and opportunities,/pubmed/27423409,"Madabhushi A, Lee G.",Med Image Anal. 2016 Oct;33:170-175. doi: 10.1016/j.media.2016.06.037. Epub 2016 Jul 4.,Med Image Anal.  2016,PubMed,citation,PMID:27423409 | PMCID:PMC5556681,pubmed,27423409,create date:2016/07/18 | first author:Madabhushi A,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>With the rise in whole slide scanner technology, large numbers of tissue slides are being scanned and represented and archived digitally. While digital pathology has substantial implications for telepathology, second opinions, and education there are also huge research opportunities in image computing with this new source of 'big data'. It is well known that there is fundamental prognostic data embedded in pathology images. The ability to mine 'sub-visual' image features from digital pathology slide images, features that may not be visually discernible by a pathologist, offers the opportunity for better quantitative modeling of disease appearance and hence possibly improved prediction of disease aggressiveness and patient outcome. However the compelling opportunities in precision medicine offered by big digital pathology data come with their own set of computational challenges. Image analysis and computer assisted detection and diagnosis tools previously developed in the context of radiographic images are woefully inadequate to deal with the data density in high resolution digitized whole slide images. Additionally there has been recent substantial interest in combining and fusing radiologic imaging and proteomics and genomics based measurements with features extracted from digital pathology images for better prognostic prediction of disease aggressiveness and patient outcome. Again there is a paucity of powerful tools for combining disease specific features that manifest across multiple different length scales. The purpose of this review is to discuss developments in computational image analysis tools for predictive modeling of digital pathology images from a detection, segmentation, feature extraction, and tissue classification perspective. We discuss the emergence of new handcrafted feature approaches for improved predictive modeling of tissue appearance and also review the emergence of deep learning schemes for both object detection and tissue classification. We also briefly review some of the state of the art in fusion of radiology and pathology images and also combining digital pathology derived image measurements with molecular 'omics' features for better predictive modeling. The review ends with a brief discussion of some of the technical and computational challenges to be overcome and reflects on future opportunities for the quantitation of histopathology. </abstracttext></p><p class='copyright'>Copyright © 2016 Elsevier B.V. All rights reserved.</p></div></div>",anantm@case.edu,Deep learning; Digital pathology; Omics; Radiology,https://www.ncbi.nlm.nih.gov//pubmed/27423409,pubmed,2016,cb54fefc-2842-4ee0-9bb9-8169cd9aa3a7,1
basset: learning the regulatory code of the accessible genome with deep convolutional neural networks,/pubmed/27197224,"Kelley DR, Snoek J, Rinn JL.",Genome Res. 2016 Jul;26(7):990-9. doi: 10.1101/gr.200535.115. Epub 2016 May 3.,Genome Res.  2016,PubMed,citation,PMID:27197224 | PMCID:PMC4937568,pubmed,27197224,create date:2016/05/20 | first author:Kelley DR,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>The complex language of eukaryotic gene expression remains incompletely understood. Despite the importance suggested by many noncoding variants statistically associated with human disease, nearly all such variants have unknown mechanisms. Here, we address this challenge using an approach based on a recent machine learning advance-deep convolutional neural networks (CNNs). We introduce the open source package Basset to apply CNNs to learn the functional activity of DNA sequences from genomics data. We trained Basset on a compendium of accessible genomic sites mapped in 164 cell types by DNase-seq, and demonstrate greater predictive accuracy than previous methods. Basset predictions for the change in accessibility between variant alleles were far greater for Genome-wide association study (GWAS) SNPs that are likely to be causal relative to nearby SNPs in linkage disequilibrium with them. With Basset, a researcher can perform a single sequencing assay in their cell type of interest and simultaneously learn that cell's chromatin accessibility code and annotate every mutation in the genome with its influence on present accessibility and latent potential for accessibility. Thus, Basset offers a powerful computational approach to annotate and interpret the noncoding genome.</abstracttext></p><p class='copyright'>© 2016 Kelley et al.; Published by Cold Spring Harbor Laboratory Press.</p></div></div>",,,https://www.ncbi.nlm.nih.gov//pubmed/27197224,pubmed,2016,296fc8f7-7ba1-4206-81ac-dcb92be688e2,1
deep patient: an unsupervised representation to predict the future of patients from the electronic health records,/pubmed/27185194,"Miotto R, Li L, Kidd BA, Dudley JT.",Sci Rep. 2016 May 17;6:26094. doi: 10.1038/srep26094.,Sci Rep.  2016,PubMed,citation,PMID:27185194 | PMCID:PMC4869115,pubmed,27185194,create date:2016/05/18 | first author:Miotto R,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>Secondary use of electronic health records (EHRs) promises to advance clinical research and better inform clinical decision making. Challenges in summarizing and representing patient data prevent widespread practice of predictive modeling using EHRs. Here we present a novel unsupervised deep feature learning method to derive a general-purpose patient representation from EHR data that facilitates clinical predictive modeling. In particular, a three-layer stack of denoising autoencoders was used to capture hierarchical regularities and dependencies in the aggregated EHRs of about 700,000 patients from the Mount Sinai data warehouse. The result is a representation we name 'deep patient'. We evaluated this representation as broadly predictive of health states by assessing the probability of patients to develop various diseases. We performed evaluation using 76,214 test patients comprising 78 diseases from diverse clinical domains and temporal windows. Our results significantly outperformed those achieved using representations based on raw EHR data and alternative feature learning strategies. Prediction performance for severe diabetes, schizophrenia, and various cancers were among the top performing. These findings indicate that deep learning applied to EHRs can derive patient representations that offer improved clinical predictions, and could provide a machine learning framework for augmenting clinical decision systems. </abstracttext></p></div></div>",,,https://www.ncbi.nlm.nih.gov//pubmed/27185194,pubmed,2016,5ae321a4-15ef-48a3-8a40-99c022b5fb4e,1
deep learning for population genetic inference,/pubmed/27018908,"Sheehan S, Song YS.",PLoS Comput Biol. 2016 Mar 28;12(3):e1004845. doi: 10.1371/journal.pcbi.1004845. eCollection 2016 Mar.,PLoS Comput Biol.  2016,PubMed,citation,PMID:27018908 | PMCID:PMC4809617,pubmed,27018908,create date:2016/03/29 | first author:Sheehan S,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>Given genomic variation data from multiple individuals, computing the likelihood of complex population genetic models is often infeasible. To circumvent this problem, we introduce a novel likelihood-free inference framework by applying deep learning, a powerful modern technique in machine learning. Deep learning makes use of multilayer neural networks to learn a feature-based function from the input (e.g., hundreds of correlated summary statistics of data) to the output (e.g., population genetic parameters of interest). We demonstrate that deep learning can be effectively employed for population genetic inference and learning informative features of data. As a concrete application, we focus on the challenging problem of jointly inferring natural selection and demography (in the form of a population size change history). Our method is able to separate the global nature of demography from the local nature of selection, without sequential steps for these two factors. Studying demography and selection jointly is motivated by Drosophila, where pervasive selection confounds demographic analysis. We apply our method to 197 African Drosophila melanogaster genomes from Zambia to infer both their overall demography, and regions of their genome under selection. We find many regions of the genome that have experienced hard sweeps, and fewer under selection on standing variation (soft sweep) or balancing selection. Interestingly, we find that soft sweeps and balancing selection occur more frequently closer to the centromere of each chromosome. In addition, our demographic inference suggests that previously estimated bottlenecks for African Drosophila melanogaster are too extreme. </abstracttext></p></div></div>",,,https://www.ncbi.nlm.nih.gov//pubmed/27018908,pubmed,2016,c156305f-fa0c-4fa9-bb45-f4d5e4b6e8a4,1
applications of deep learning in biomedicine,/pubmed/27007977,"Mamoshina P, Vieira A, Putin E, Zhavoronkov A.",Mol Pharm. 2016 May 2;13(5):1445-54. doi: 10.1021/acs.molpharmaceut.5b00982. Epub 2016 Mar 29.,Mol Pharm.  2016,PubMed,citation,PMID:27007977,pubmed,27007977,create date:2016/03/24 | first author:Mamoshina P,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>Increases in throughput and installed base of biomedical research equipment led to a massive accumulation of -omics data known to be highly variable, high-dimensional, and sourced from multiple often incompatible data platforms. While this data may be useful for biomarker identification and drug discovery, the bulk of it remains underutilized. Deep neural networks (DNNs) are efficient algorithms based on the use of compositional layers of neurons, with advantages well matched to the challenges -omics data presents. While achieving state-of-the-art results and even surpassing human accuracy in many challenging tasks, the adoption of deep learning in biomedicine has been comparatively slow. Here, we discuss key features of deep learning that may give this approach an edge over other machine learning methods. We then consider limitations and review a number of applications of deep learning in biomedical studies demonstrating proof of concept and practical utility. </abstracttext></p></div></div>",,RBM; artificial intelligence; biomarker development; deep learning; deep neural networks; genomics; transcriptomics,https://www.ncbi.nlm.nih.gov//pubmed/27007977,pubmed,2016,3a37bc1b-44fb-403c-8799-0a834a9358d4,1
deep learning in label-free cell classification,/pubmed/26975219,"Chen CL, Mahjoubfar A, Tai LC, Blaby IK, Huang A, Niazi KR, Jalali B.",Sci Rep. 2016 Mar 15;6:21471. doi: 10.1038/srep21471.,Sci Rep.  2016,PubMed,citation,PMID:26975219 | PMCID:PMC4791545,pubmed,26975219,create date:2016/03/16 | first author:Chen CL,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>Label-free cell analysis is essential to personalized genomics, cancer diagnostics, and drug development as it avoids adverse effects of staining reagents on cellular viability and cell signaling. However, currently available label-free cell assays mostly rely only on a single feature and lack sufficient differentiation. Also, the sample size analyzed by these assays is limited due to their low throughput. Here, we integrate feature extraction and deep learning with high-throughput quantitative imaging enabled by photonic time stretch, achieving record high accuracy in label-free cell classification. Our system captures quantitative optical phase and intensity images and extracts multiple biophysical features of individual cells. These biophysical measurements form a hyperdimensional feature space in which supervised learning is performed for cell classification. We compare various learning algorithms including artificial neural network, support vector machine, logistic regression, and a novel deep learning pipeline, which adopts global optimization of receiver operating characteristics. As a validation of the enhanced sensitivity and specificity of our system, we show classification of white blood T-cells against colon cancer cells, as well as lipid accumulating algal strains for biofuel production. This system opens up a new path to data-driven phenotypic diagnosis and better understanding of the heterogeneous gene expressions in cells. </abstracttext></p></div></div>",,,https://www.ncbi.nlm.nih.gov//pubmed/26975219,pubmed,2016,4f4be733-94d4-4ea9-930f-860be5628aa4,1
continuous distributed representation of biological sequences for deep proteomics and genomics,/pubmed/26555596,"Asgari E, Mofrad MR.",PLoS One. 2015 Nov 10;10(11):e0141287. doi: 10.1371/journal.pone.0141287. eCollection 2015.,PLoS One.  2015,PubMed,citation,PMID:26555596 | PMCID:PMC4640716,pubmed,26555596,create date:2015/11/12 | first author:Asgari E,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>We introduce a new representation and feature extraction method for biological sequences. Named bio-vectors (BioVec) to refer to biological sequences in general with protein-vectors (ProtVec) for proteins (amino-acid sequences) and gene-vectors (GeneVec) for gene sequences, this representation can be widely used in applications of deep learning in proteomics and genomics. In the present paper, we focus on protein-vectors that can be utilized in a wide array of bioinformatics investigations such as family classification, protein visualization, structure prediction, disordered protein identification, and protein-protein interaction prediction. In this method, we adopt artificial neural network approaches and represent a protein sequence with a single dense n-dimensional vector. To evaluate this method, we apply it in classification of 324,018 protein sequences obtained from Swiss-Prot belonging to 7,027 protein families, where an average family classification accuracy of 93%±0.06% is obtained, outperforming existing family classification methods. In addition, we use ProtVec representation to predict disordered proteins from structured proteins. Two databases of disordered sequences are used: the DisProt database as well as a database featuring the disordered regions of nucleoporins rich with phenylalanine-glycine repeats (FG-Nups). Using support vector machine classifiers, FG-Nup sequences are distinguished from structured protein sequences found in Protein Data Bank (PDB) with a 99.8% accuracy, and unstructured DisProt sequences are differentiated from structured DisProt sequences with 100.0% accuracy. These results indicate that by only providing sequence data for various proteins into this model, accurate information about protein structure can be determined. Importantly, this model needs to be trained only once and can then be applied to extract a comprehensive set of information regarding proteins of interest. Moreover, this representation can be considered as pre-training for various applications of deep learning in bioinformatics. The related data is available at Life Language Processing Website: http://llp.berkeley.edu and Harvard Dataverse: http://dx.doi.org/10.7910/DVN/JMFHTN. </abstracttext></p></div></div>",,,https://www.ncbi.nlm.nih.gov//pubmed/26555596,pubmed,2015,5b81c5df-561b-47e5-8373-f853cb895d9a,1
de novo identification of replication-timing domains in the human genome by deep learning,/pubmed/26545821,"Liu F, Ren C, Li H, Zhou P, Bo X, Shu W.",Bioinformatics. 2016 Mar 1;32(5):641-9. doi: 10.1093/bioinformatics/btv643. Epub 2015 Nov 5.,Bioinformatics.  2016,PubMed,citation,PMID:26545821 | PMCID:PMC4795613,pubmed,26545821,create date:2015/11/08 | first author:Liu F,"<div class='abstr'><h3>Abstract</h3><div class=''><h4>MOTIVATION: </h4><p><abstracttext label='MOTIVATION' nlmcategory='BACKGROUND'>The de novo identification of the initiation and termination zones-regions that replicate earlier or later than their upstream and downstream neighbours, respectively-remains a key challenge in DNA replication.</abstracttext></p><h4>RESULTS: </h4><p><abstracttext label='RESULTS' nlmcategory='RESULTS'>Building on advances in deep learning, we developed a novel hybrid architecture combining a pre-trained, deep neural network and a hidden Markov model (DNN-HMM) for the de novo identification of replication domains using replication timing profiles. Our results demonstrate that DNN-HMM can significantly outperform strong, discriminatively trained Gaussian mixture model-HMM (GMM-HMM) systems and other six reported methods that can be applied to this challenge. We applied our trained DNN-HMM to identify distinct replication domain types, namely the early replication domain (ERD), the down transition zone (DTZ), the late replication domain (LRD) and the up transition zone (UTZ), using newly replicated DNA sequencing (Repli-Seq) data across 15 human cells. A subsequent integrative analysis revealed that these replication domains harbour unique genomic and epigenetic patterns, transcriptional activity and higher-order chromosomal structure. Our findings support the 'replication-domain' model, which states (1) that ERDs and LRDs, connected by UTZs and DTZs, are spatially compartmentalized structural and functional units of higher-order chromosomal structure, (2) that the adjacent DTZ-UTZ pairs form chromatin loops and (3) that intra-interactions within ERDs and LRDs tend to be short-range and long-range, respectively. Our model reveals an important chromatin organizational principle of the human genome and represents a critical step towards understanding the mechanisms regulating replication timing.</abstracttext></p><h4>AVAILABILITY AND IMPLEMENTATION: </h4><p><abstracttext label='AVAILABILITY AND IMPLEMENTATION' nlmcategory='METHODS'>Our DNN-HMM method and three additional algorithms can be freely accessed at https://github.com/wenjiegroup/DNN-HMM The replication domain regions identified in this study are available in GEO under the accession ID GSE53984.</abstracttext></p><h4>CONTACT: </h4><p><abstracttext label='CONTACT' nlmcategory='BACKGROUND'>shuwj@bmi.ac.cn or boxc@bmi.ac.cn</abstracttext></p><h4>SUPPLEMENTARY INFORMATION: </h4><p><abstracttext label='SUPPLEMENTARY INFORMATION' nlmcategory='BACKGROUND'>Supplementary data are available at Bioinformatics online.</abstracttext></p><p class='copyright'>© The Author 2015. Published by Oxford University Press.</p></div></div>",,,https://www.ncbi.nlm.nih.gov//pubmed/26545821,pubmed,2016,d1a20cdd-b431-4ffd-9f0e-9c36c894e93c,1
multi-layer and recursive neural networks for metagenomic classification,/pubmed/26316190,"Ditzler G, Polikar R, Rosen G.",IEEE Trans Nanobioscience. 2015 Sep;14(6):608-16. doi: 10.1109/TNB.2015.2461219. Epub 2015 Aug 24.,IEEE Trans Nanobioscience.  2015,PubMed,citation,PMID:26316190,pubmed,26316190,create date:2015/09/01 | first author:Ditzler G,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>Recent advances in machine learning, specifically in deep learning with neural networks, has made a profound impact on fields such as natural language processing, image classification, and language modeling; however, feasibility and potential benefits of the approaches to metagenomic data analysis has been largely under-explored. Deep learning exploits many layers of learning nonlinear feature representations, typically in an unsupervised fashion, and recent results have shown outstanding generalization performance on previously unseen data. Furthermore, some deep learning methods can also represent the structure in a data set. Consequently, deep learning and neural networks may prove to be an appropriate approach for metagenomic data. To determine whether such approaches are indeed appropriate for metagenomics, we experiment with two deep learning methods: i) a deep belief network, and ii) a recursive neural network, the latter of which provides a tree representing the structure of the data. We compare these approaches to the standard multi-layer perceptron, which has been well-established in the machine learning community as a powerful prediction algorithm, though its presence is largely missing in metagenomics literature. We find that traditional neural networks can be quite powerful classifiers on metagenomic data compared to baseline methods, such as random forests. On the other hand, while the deep learning approaches did not result in improvements to the classification accuracy, they do provide the ability to learn hierarchical representations of a data set that standard classification methods do not allow. Our goal in this effort is not to determine the best algorithm in terms accuracy-as that depends on the specific application-but rather to highlight the benefits and drawbacks of each of the approach we discuss and provide insight on how they can be improved for predictive metagenomic analysis. </abstracttext></p></div></div>",,,https://www.ncbi.nlm.nih.gov//pubmed/26316190,pubmed,2015,413754dd-01eb-41ca-8d7d-f08f32502076,1
